2009,3.16
2009,-0.47
2009,0.78
2009,-3
2009,0.34
2009,-2.13
2009,-2.26
2009,0.18
2009,-3.35
2009,0.13
2009,0.76
2009,-5.28
2009,4.35
2009,-1.52
2009,0.54
2009,0.56
2009,1.09
2009,3.36
2009,-3.31
2009,-2.28
2009,-0.05
2009,1.58
2009,-0.75
2009,1.64
2009,2.69
2009,0.15
2009,-4.91
2009,0.8
2009,0.17
2009,-1
2009,-4.56
2009,-0.1
2009,-1.2
2009,-1.14
2009,-3.47
2009,4.01
2009,-1.07
2009,-1.58
2009,-2.36
2009,-4.66
2009,-0.64
2009,2.38
2009,-4.25
2009,0.12
2009,-1
2009,6.37
2009,0.24
2009,4.07
2009,0.77
2009,-0.35
2009,3.21
2009,2.09
2009,-1.3
2009,-1.98
2009,7.08
2009,-2.04
2009,0.96
2009,2.33
2009,-2.03
2009,-3.48
2009,1.31
2009,1.66
2009,2.87
2009,0.97
2009,-0.83
2009,-2.39
2009,1.18
2009,3.81
2009,0.25
2009,-2.01
2009,1.25
2009,1.55
2009,0.5
2009,-4.28
2009,2.13
2009,-0.77
2009,0.99
2009,1.68
2009,-1.01
2009,-0.27
2009,2.16
2009,-0.1
2009,0.54
2009,3.39
2009,-0.38
2009,1.74
2009,-1.32
2009,2.41
2009,-2.15
2009,-0.1
2009,-2.69
2009,1.04
2009,-1.14
2009,3.04
2009,-0.17
2009,-0.51
2009,-1.68
2009,-0.15
2009,2.63
2009,-1.9
2009,1.54
2009,1.36
2009,2.58
2009,0.2
2009,-1.37
2009,1.15
2009,-0.25
2009,-0.1
2009,0.35
2009,-0.35
2009,0.61
2009,0.14
2009,-2.38
2009,-1.27
2009,-0.14
2009,0.84
2009,0.31
2009,-3.06
2009,0.23
2009,0.65
2009,2.14
2009,-0.15
2009,0.91
2009,-0.85
2009,0.44
2009,-2.91
2009,0.26
2009,-1.97
2009,-0.17
2009,0.35
2009,-0.4
2009,2.49
2009,0.53
2009,2.96
2009,0.86
2009,-0.04
2009,1.14
2009,0.36
2009,-0.05
2009,2.33
2009,0.3
2009,0.3
2009,-0.26
2009,-0.46
2009,1.19
2009,0.07
2009,1.53
2009,0.3
2009,-0.29
2009,-0.56
2009,1.34
2009,-0.33
2009,-1.27
2009,1.15
2009,0.69
2009,-0.85
2009,-2.43
2009,1.01
2009,0.69
2009,1.09
2009,1.86
2009,-0.05
2009,0.24
2009,0.01
2009,0.28
2009,-0.2
2009,-0.81
2009,-2.21
2009,-0.33
2009,0.85
2009,1.31
2009,0.88
2009,0.78
2009,1.04
2009,-0.14
2009,0.63
2009,0.31
2009,1.53
2009,-0.31
2009,0.26
2009,-0.34
2009,0.66
2009,-1.01
2009,-0.95
2009,-0.61
2009,1.78
2009,-0.22
2009,-0.33
2009,-2.58
2009,-0.45
2009,1.49
2009,1.37
2009,0.27
2009,0.75
2009,0.56
2009,0.44
2009,-0.28
2009,1.75
2009,0.42
2009,-0.81
2009,0.94
2009,-0.62
2009,-0.89
2009,1.06
2009,-1.22
2009,-1.17
2009,-0.33
2009,-1.95
2009,2.25
2009,-2.81
2009,0.65
2009,0.24
2009,0.1
2009,1.92
2009,0.25
2009,2.22
2009,-0.01
2009,0.5
2009,-1.03
2009,0.57
2009,1.45
2009,0.09
2009,-0.05
2009,-1.34
2009,-0.32
2009,1.36
2009,-0.05
2009,0.45
2009,-1.72
2009,0.38
2009,1.21
2009,0.03
2009,-0.84
2009,0.55
2009,-0.25
2009,-1.03
2009,0.37
2009,0.58
2009,0.37
2009,0.7
2009,-0.55
2009,0.11
2009,-1.18
2009,0.58
2009,1.05
2009,0.36
2009,0.23
2009,0.53
2009,0.12
2009,-0.14
2009,0.02
2009,-1
